Term,Filename,Freq,Group,Title,Year,Album,GroupDir,LyricsPath,bccwj_rank
試験,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,1013
詰める,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,3829
詰め込む,old_10_saidai.txt,1,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,9033
話,old_03_iindesuka.txt,1,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,174
話,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,174
話,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,174
話,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,174
話す,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,389
話す,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,389
話す,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,389
話す,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,389
話せる,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,NA
誇らしげ,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,NA
誕生,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,1468
語る,old_11_september.txt,3,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,890
説明,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,374
説明,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,374
読む,old_02_futarigoto.txt,2,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,375
読む,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,375
誰,old_01_yushinron.txt,3,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,236
誰,old_05_darma.txt,3,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,236
誰,old_11_september.txt,1,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,236
誰,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,236
誰,old_14_yumebanchi.txt,6,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,236
誰,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,236
誰か,old_04_memeshe.txt,1,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,NA
誰か,old_14_yumebanchi.txt,2,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,NA
誰か,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,NA
誰か,old_17_keitai.txt,1,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,NA
論,old_01_yushinron.txt,2,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,860
諸々,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,7955
謂れ,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,17675
謝罪,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,7474
負け,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,7710
負ける,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,1847
負ける,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,1847
貧乏,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,4858
買う,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,310
貼る,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,NA
貼る,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,NA
貼る,old_03_iindesuka.txt,1,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,NA
貼る,old_04_memeshe.txt,1,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,NA
貼る,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,NA
貼る,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,NA
貼る,old_07_tremolo.txt,1,Old,トレモロ,2006,RADWIMPS 3,old,lyrics/old/old_07_tremolo.txt,NA
貼る,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,NA
貼る,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,NA
貼る,old_10_saidai.txt,1,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,NA
貼る,old_11_september.txt,1,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,NA
貼る,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
貼る,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,NA
貼る,old_14_yumebanchi.txt,1,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,NA
貼る,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,NA
貼る,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,NA
貼る,old_17_keitai.txt,1,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,NA
貼る,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,NA
貼る,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
貼る,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
賞味,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,12191
賢い,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,6526
赤血球,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,NA
起こす,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,999
起こる,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,669
起こる,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,669
起こる,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,669
起承転結,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,NA
超える,old_06_kaishin.txt,9,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,NA
超える,old_10_saidai.txt,1,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,NA
越える,old_05_darma.txt,3,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,687
足,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,636
踏ん張る,old_20_jikkyo.txt,3,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,15861
身,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,547
身ぐるみ,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,NA
身体,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,941
転,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,14722
転ぶ,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,7299
軽い,old_03_iindesuka.txt,1,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,1178
輝く,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,2428
辛い,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,1499
辛い,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,1499
辿る,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,3294
迎える,old_03_iindesuka.txt,1,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,1124
迎える,old_07_tremolo.txt,1,Old,トレモロ,2006,RADWIMPS 3,old,lyrics/old/old_07_tremolo.txt,1124
迎える,old_14_yumebanchi.txt,1,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,1124
近い,old_03_iindesuka.txt,1,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,834
近く,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,703
近道,old_13_dada.txt,2,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,16200
迷う,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,2599
退屈,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,6301
退廃,old_06_kaishin.txt,2,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,20018
送る,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,657
逃がす,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,10598
逃げる,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,1600
逃げる,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,1600
逆らう,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,7575
逆転,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,5447
途切れる,old_10_saidai.txt,1,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,9047
途切れる,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,9047
途方,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,8421
通り,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,269
通り魔,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,34020
通知,old_06_kaishin.txt,2,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,2317
造る,old_04_memeshe.txt,1,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,NA
連打,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,23058
連絡,old_17_keitai.txt,1,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,781
連鎖,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,6392
進歩,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,3511
遂せる,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,NA
運,old_12_25ko.txt,2,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,2981
運,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,2981
運命,old_06_kaishin.txt,2,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,2748
運命,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,2748
過去,old_15_ordermade.txt,2,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,996
過去,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,996
道,old_03_iindesuka.txt,2,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,602
道,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,602
道のり,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,NA
達,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,79
達,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,79
違う,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,276
違う,old_10_saidai.txt,1,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,276
遠回り,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,19963
遠回り,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,19963
遥か,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,2721
選ぶ,old_03_iindesuka.txt,4,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,606
選ぶ,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,606
選ぶ,old_15_ordermade.txt,3,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,606
遺伝子,old_04_memeshe.txt,1,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,NA
遺伝子,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
邪論,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,152442
酸っぱい,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,13647
酸っぱい,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,13647
酸素,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,3388
醒ます,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,NA
醒める,old_02_futarigoto.txt,2,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,NA
醜い,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,9058
醜い,old_16_gogatsu.txt,2,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,9058
重荷,old_04_memeshe.txt,1,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,14532
針,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,3594
針,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,3594
銀河,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,6423
長い,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,347
長い,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,347
閉じこもる,old_14_yumebanchi.txt,1,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,NA
閉じる,old_09_kimitohitsuji.txt,2,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,2433
閉じる,old_12_25ko.txt,2,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,2433
閉じる,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,2433
開く,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,474
開く,old_07_tremolo.txt,1,Old,トレモロ,2006,RADWIMPS 3,old,lyrics/old/old_07_tremolo.txt,474
間,old_04_memeshe.txt,1,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,228
間,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,228
間,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,228
間違い,old_03_iindesuka.txt,1,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,1226
間違う,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,2419
関係,old_20_jikkyo.txt,2,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,156
限り,old_03_iindesuka.txt,1,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,863
隅っこ,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,22863
隠す,old_10_saidai.txt,1,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,1637
隣,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,NA
隣,old_17_keitai.txt,1,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,NA
離す,old_07_tremolo.txt,1,Old,トレモロ,2006,RADWIMPS 3,old,lyrics/old/old_07_tremolo.txt,3704
離れる,old_02_futarigoto.txt,2,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,958
離れる,old_07_tremolo.txt,1,Old,トレモロ,2006,RADWIMPS 3,old,lyrics/old/old_07_tremolo.txt,958
雨,old_10_saidai.txt,1,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,1165
雲の上,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,NA
零れる,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,8430
零れる,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,8430
零れる,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,8430
電源,old_17_keitai.txt,2,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,3941
電話,old_17_keitai.txt,5,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,290
震う,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,56142
震える,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,3192
青,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,3205
青い,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,2601
面倒,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,2102
面白い,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,785
音声,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,4341
音楽,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,849
響く,old_07_tremolo.txt,2,Old,トレモロ,2006,RADWIMPS 3,old,lyrics/old/old_07_tremolo.txt,2664
響く,old_11_september.txt,3,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,2664
頂く,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,243
頂く,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,243
頑張る,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,801
頑張る,old_20_jikkyo.txt,3,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,801
頬,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,2980
頬張る,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,17088
頭,old_04_memeshe.txt,1,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,371
頷く,old_10_saidai.txt,1,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,1569
頼む,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,1318
顔,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,212
顔,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,212
顔,old_11_september.txt,1,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,212
顔,old_15_ordermade.txt,2,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,212
顔,old_20_jikkyo.txt,2,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,212
顔,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,212
願い,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,2124
願う,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,432
願う,old_14_yumebanchi.txt,1,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,432
風,old_10_saidai.txt,1,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,452
颯爽,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,19093
飽き,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,26290
首,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,950
馬鹿,old_08_oshakashama.txt,2,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,1224
馬鹿,old_20_jikkyo.txt,2,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,1224
駄々,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,23548
駄目,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,741
駆け抜ける,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,14009
騒がしい,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,15503
騙す,old_20_jikkyo.txt,2,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,4124
驚く,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,1009
驚く,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,1009
骨,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,2622
髄,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,24205
髑髏,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,33093
高い,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,203
高みの見物,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
鬼畜,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,33790
魔法,old_11_september.txt,1,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,3866
鳥,old_03_iindesuka.txt,2,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,2118
鳴る,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,3176
